"species";"lon";"lat";"municipality";"adm1"
"Justicia triloba";-44,013056;-17,918611;"Buenópolis";"Minas Gerais"
"Justicia triloba";-42,235833;-8,461944;"São João do Piauí";"Piauí"
"Justicia triloba";-41,195556;-3,870278;"Tianguá";"Ceará"
"Justicia triloba";-40,306111;-3,616944;"Sobral";"Ceará"
"Justicia triloba";-40,306111;-3,616944;"Sobral";"Ceará"
"Justicia triloba";-40,306111;-3,616944;"Sobral";"Ceará"
"Justicia triloba";-40,306111;-3,616944;"Sobral";"Ceará"
"Justicia triloba";-40,322222;-6,73;"Aiuaba";"Ceará"
"Justicia triloba";-40,324722;-6,732222;"Aiuaba";"Ceará"
"Justicia triloba";-40,321944;-6,73;"Aiuaba";"Ceará"
"Justicia triloba";-40,905278;-3,798056;"Ubajara";"Ceará"
"Justicia triloba";-43,366389;-10,680278;"Barra";"Bahia"
"Justicia triloba";-43,366417;-10,680167;"Barra";"Bahia"
"Justicia triloba";-43,0225;-14,218333;"Caetité";"Bahia"
"Justicia triloba";-37,405;-5,053889;"Mossoró";"Rio Grande do Norte"
"Justicia triloba";-44,003333;-12,225;"WANDERLEY";"Bahia"
"Justicia triloba";-44,003333;-12,225;"WANDERLEY";"Ba"
"Justicia triloba";-44,003333;-12,225;"Wanderley";"Bahia"
"Justicia triloba";-40,120833;-6,600278;"Aiuaba";"Ceará"
"Justicia triloba";-40,120833;-6,600278;"Aiuaba";"Ceará"
"Justicia triloba";-40,120833;-6,600278;"Aiuaba";"Ceará"
"Justicia triloba";-41,401944;-3,539167;"Cocal";"Piauí"
"Justicia triloba";-41,371667;-3,559444;"Cocal";"Piauí"
"Justicia triloba";-41,401944;-3,539167;"Cocal";"Piauí"
"Justicia triloba";-40,116667;-6,633333;"Aiuaba";"Ceará"
"Justicia triloba";-40,11667;-6,63333;"Aiuaba";"Ceará"
"Justicia triloba";-41,39;-10,281111;"Sento Sé";"Bahia"
"Justicia triloba";-58,39;-13,281111;"Sento Sé";"Bahia"
"Justicia triloba";-41,39;-10,281111;"Sento-Sé";"Bahia"
"Justicia triloba";-40,378361;-6,730806;"Aiuaba";"Ceará"
"Justicia triloba";-40,3825;-6,723333;"Aiuaba";"Ceará"
"Justicia triloba";-40,382639;-6,723361;"Aiuaba";"Ceará"
"Justicia triloba";-40,3825;-6,723333;"Aiuaba";"Ceará"
"Justicia triloba";-40,321389;-6,728056;"Aiuaba";"Ceará"
"Justicia triloba";-40,321111;-6,728056;"Aiuaba";"Ceará"
"Justicia triloba";-40,321333;-6,728083;"Aiuaba";"Ceará"
"Justicia triloba";-40,325806;-6,732222;"Aiuaba";"Ceará"
"Justicia triloba";-40,321111;-6,728056;"Aiuaba";"Ceará"
"Justicia triloba";-41,343056;-10,491944;"Umburanas";"Bahia"
"Justicia triloba";-41,343056;-10,491944;"DELFINO";"Bahia"
"Justicia triloba";-41,343056;-10,491944;"Delfino";"Bahia"
"Justicia triloba";-41,343056;-10,491944;"DELFINO";"Bahia"
"Justicia triloba";-41,343056;-10,491944;"Delfino";"Bahia"
"Justicia triloba";-41,343055;-10,491944;"Delfino";"Bahia"
"Justicia triloba";-40,301389;-6,688;"Aiuaba";"Ceará"
"Justicia triloba";-40,120833;-6,600278;"Aiuaba";"Ceará"
"Justicia triloba";-40,179417;-6,67025;"Aiuaba";"Ceará"
"Justicia triloba";-40,325806;-6,730556;"Aiuaba";"Ceará"
"Justicia triloba";-40,512472;-6,645583;"Aiuaba";"Ceará"
"Justicia triloba";-40,3;-6,683333;"Aiuaba";"Ceará"
"Justicia triloba";-40,3;-6,683333;"Aiuaba";"Ceará"
"Justicia triloba";-40,3;-6,683333;"Aiuaba";"Ceará"
"Justicia triloba";-40,3;-6,683333;"Aiuaba";"Ceará"
"Justicia triloba";-43,879167;-22,224722;"Campinas";"São Paulo"
"Justicia triloba";-40,853902;-3,923569;"Ibiapina";"Ceará"
"Justicia triloba";-41,0525;-5,322222;"Castelo do Piauí";"Piauí"
"Justicia triloba";-41,956111;-4,130556;"Pirapuruca";"Piauí"
"Justicia triloba";-42,1;-8,2;"NOVA SANTA RITA";"Pi"
"Justicia triloba";-41,5525;-5,322222;"Castelo do Piauí";"Piauí"
"Justicia triloba";-41,5525;-5,322222;"Castelo do Piauí";"Piauí"
"Justicia triloba";-42,637495;-8,804143;"São Raimundo Nonato";"Piauí"
"Justicia triloba";-42,016667;-7,666667;"Simplício Mendes";"Piauí"
"Justicia triloba";-42,816667;-13,1;"Bahia";"Bahia"
"Justicia triloba";-41,233333;-10,466667;"Campo Formoso";"Bahia"
"Justicia triloba";-42,683333;-13,766667;"Itabuna";"Bahia"
"Justicia triloba";-42,683333;-13,766667;"Bahia";"Bahia"
"Justicia triloba";-4,383333;-10,266667;"SENTO SÉ";"Bahia"
"Justicia triloba";-41,266667;-10,45;"SENTO SÉ";"Bahia"
"Justicia triloba";-41,266667;-10,45;"Bahia";"Bahia"
"Justicia triloba";-40,498333;-7,576111;"Araripina";"Pernambuco"
"Justicia triloba";-40,07;-6,38;"Aiuabá";"Ceará"
"Justicia triloba";-40,07;-6,38;"Aiuabá";"Ceará"
"Clistax speciosus";-42,556944;-14,323333;"Caetité";"Bahia"
"Clistax speciosus";-41,8225;-12,433056;"SEABRA";"Bahia"
"Clistax speciosus";-41,8225;-12,433055;"SEABRA";"Ba"
"Clistax speciosus";-41,8225;-12,433056;"Seabra";"Bahia"
"Clistax speciosus";-41,8;-13,366667;"Abaíra";"Bahia"
"Clistax speciosus";-41,8;-13,366667;"Abaíra";"Bahia"
"Clistax speciosus";-41,816667;-13,316667;"Abaíra";"Bahia"
"Clistax speciosus";-41,816667;-13,316667;"Abaíra";"Bahia"
"Clistax speciosus";-4,15;-1,285;"BONINAL";"Bahia"
"Clistax speciosus";-41,5;-12,85;"MUCUGE";"Ba"
"Clistax speciosus";-42,483333;-14,083333;"CAETITÉ";"Bahia"
"Clistax speciosus";-42,483333;-14,083333;"Caetité";"Bahia"
"Clistax speciosus";-41,066667;-15,183333;"Bahia";"Bahia"
"Dicliptera ciliaris";-40,220833;-5,284167;"Monsenhor Tabosa";"Ceará"
"Dicliptera ciliaris";-39,175;-12,731389;"CABACEIRAS DO PARAGUAÇU";"Bahia"
"Dicliptera ciliaris";-37,557639;-9,416897;"Maravilha";"Alagoas"
"Dicliptera ciliaris";-40,361944;-13,439722;"Maracás";"Bahia"
"Dicliptera ciliaris";-37,383056;-6,510556;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,383056;-6,510556;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,256944;-6,576389;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,256944;-6,576389;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-40,361944;-13,439722;"Maracás";"Bahia"
"Dicliptera ciliaris";-40,361944;-13,439722;"Maracás";"Bahia"
"Dicliptera ciliaris";-38,282139;-6,624083;"Marcelino Vieira";"Rio Grande do Norte"
"Dicliptera ciliaris";-39,373333;-3,807389;"Pentecoste";"Ceará"
"Dicliptera ciliaris";-40,866944;-5,141389;"Crateús";"Ceará"
"Dicliptera ciliaris";-40,866944;-5,141389;"Crateús";"Ceará"
"Dicliptera ciliaris";-40,818722;-3,962417;"Graça";"Ceará"
"Dicliptera ciliaris";-40,866944;-5,1415;"Crateús";"Ceará"
"Dicliptera ciliaris";-37,603758;-9,285186;"Maravilha";"Alagoas"
"Dicliptera ciliaris";-35,81;-8,003611;"São Vicente Ferrer";"Pernambuco"
"Dicliptera ciliaris";-35,810114;-8,003525;"São Vicente Férrer";"Pernambuco"
"Dicliptera ciliaris";11;-11,5;"Conceição do Coité";"Bahia"
"Dicliptera ciliaris";-36,642222;-6,706389;"Parelhas";"Rio Grande do Norte"
"Dicliptera ciliaris";-36,642222;-6,706389;"Parelhas";"Rio Grande do Norte"
"Dicliptera ciliaris";-54,939444;-9,660556;"Guarantã do Norte";"Mato Grosso"
"Dicliptera ciliaris";-40,406667;-3,632222;"Sobral";"Ceará"
"Dicliptera ciliaris";-36,43559;-9,245316;"Quebrangulo";"Alagoas"
"Dicliptera ciliaris";-38,179444;-5,988056;"São Francisco do Oeste";"Rio Grande do Norte"
"Dicliptera ciliaris";-38,179444;-5,988056;"São Francisco do Oeste";"Rio Grande do Norte"
"Dicliptera ciliaris";-40;-3;"Granja";"Ceará"
"Dicliptera ciliaris";-40;-3;"Granja";"Ceará"
"Dicliptera ciliaris";-40;-3;"Granja";"Ceará"
"Dicliptera ciliaris";-38,722486;-4,072514;"Guaiúba";"Ceará"
"Dicliptera ciliaris";-38,7225;-4,0725;"Guaiúba";"Ceará"
"Dicliptera ciliaris";-44,400472;-2,412944;"Alcântara";"Maranhão"
"Dicliptera ciliaris";-44,400472;-2,412944;"Alcântara";"Maranhão"
"Dicliptera ciliaris";-44,400472;-2,412944;"Alcântara";"Maranhão"
"Dicliptera ciliaris";-41,415944;-8,580861;"Queimada Nova";"Piauí"
"Dicliptera ciliaris";-36,244444;-5,7;"Lajes";"Rio Grande do Norte"
"Dicliptera ciliaris";-36,244444;-5,7;"Lajes";"Rio Grande do Norte"
"Dicliptera ciliaris";-40,064722;-5,403611;"Tauá";"Ceará"
"Dicliptera ciliaris";5;-5,699722;"Lajes";"Rio Grande do Norte"
"Dicliptera ciliaris";-40,064722;-5,403611;"Tauá";"Ceará"
"Dicliptera ciliaris";-39,478056;-3,543611;"Itapipoca";"Ceará"
"Dicliptera ciliaris";-39,478056;-3,543611;"Itapipoca";"Ceará"
"Dicliptera ciliaris";-36,427222;-9,255;"Quebrangulo";"Alagoas"
"Dicliptera ciliaris";-38,769166;-6,904722;"Ipaumirim";"Ceará"
"Dicliptera ciliaris";-38,644138;-7,068;"São José de Piranhas";"Paraíba"
"Dicliptera ciliaris";-39,068394;-7,444511;"Brejo Santo";"Ceará"
"Dicliptera ciliaris";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Dicliptera ciliaris";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Dicliptera ciliaris";5;-5,564167;"João Câmara";"Rio Grande do Norte"
"Dicliptera ciliaris";-38,599194;-7,099916;"São José de Piranhas";"Paraíba"
"Dicliptera ciliaris";-38,610444;-7,103083;"São José de Piranhas";"Paraíba"
"Dicliptera ciliaris";-41,211667;-11,5975;"Morro do Chapéu";"Bahia"
"Dicliptera ciliaris";-39,2855;-7,379194;"Barbalha";"Ceará"
"Dicliptera ciliaris";-38,888111;-7,61275;"Brejo Santo";"Ceará"
"Dicliptera ciliaris";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Dicliptera ciliaris";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Dicliptera ciliaris";-36,225;-6,278333;"Campo Redondo";"Rio Grande do Norte"
"Dicliptera ciliaris";-36,225;-6,278333;"Campo Redondo";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,557583;-8,162166;"Custódia";"Pernambuco"
"Dicliptera ciliaris";-39,180277;-8,102777;"Salgueiro";"Pernambuco"
"Dicliptera ciliaris";-36,574436;-9,51895;"Murici";"Alagoas"
"Dicliptera ciliaris";-36,574436;-9,51895;"Murici";"Alagoas"
"Dicliptera ciliaris";-39,309055;-8,216472;"Cabrobó";"Pernambuco"
"Dicliptera ciliaris";-39,324972;-8,229888;"Cabrobó";"Pernambuco"
"Dicliptera ciliaris";-39,305805;-8,222222;"Cabrobó";"Pernambuco"
"Dicliptera ciliaris";-39,326555;-8,226583;"Cabrobó";"Pernambuco"
"Dicliptera ciliaris";-36,954722;-6,355;"Caicó";"Rio Grande do Norte"
"Dicliptera ciliaris";-36,954722;-6,355;"Caicó";"Rio Grande do Norte"
"Dicliptera ciliaris";-36,986667;-6,383056;"Caicó";"Rio Grande do Norte"
"Dicliptera ciliaris";-36,986667;-6,383056;"Caicó";"Rio Grande do Norte"
"Dicliptera ciliaris";-39,11225;-7,894388;"Salgueiro";"Pernambuco"
"Dicliptera ciliaris";-36,37415;-9,986961;"Satuba";"Alagoas"
"Dicliptera ciliaris";-37,628303;-9,384575;"Maravilha";"Alagoas"
"Dicliptera ciliaris";-38,719722;-8,043889;"Mirandiba";"Pernambuco"
"Dicliptera ciliaris";-38,719722;-8,043889;"Mirandiba";"Pernambuco"
"Dicliptera ciliaris";-37,414661;-9,6398;"Santana do Ipanema";"Alagoas"
"Dicliptera ciliaris";-38,710833;-8,096667;"Mirandiba";"Pernambuco"
"Dicliptera ciliaris";-38,719722;-8,043889;"Mirandiba";"Pernambuco"
"Dicliptera ciliaris";-39,464638;-8,478416;"Cabrobó";"Pernambuco"
"Dicliptera ciliaris";-38,991944;-4,254444;"Guaramiranga";"Ceará"
"Dicliptera ciliaris";-38,992083;-4,254444;"Guaramiranga";"Ceará"
"Dicliptera ciliaris";-36,845278;-7,103056;"Salgadinho";"Paraíba"
"Dicliptera ciliaris";-38,974361;-4,209472;"Guaramiranga";"Ceará"
"Dicliptera ciliaris";-38,277778;-6,544444;"Vieirópolis";"Paraíba"
"Dicliptera ciliaris";-40,541152;-9,320597;"Petrolina";"Pernambuco"
"Dicliptera ciliaris";-40,548733;-9,330797;"Petrolina";"Pernambuco"
"Dicliptera ciliaris";-36,787055;-9,010027;"Iati";"Pernambuco"
"Dicliptera ciliaris";-42,245556;-13,297222;"Paramirim";"Bahia"
"Dicliptera ciliaris";-37,142667;-6,898694;"São Mamede";"Paraíba"
"Dicliptera ciliaris";-37,384222;-7,276667;"Maturéia";"Paraíba"
"Dicliptera ciliaris";-36,489444;-7,246944;"Gurjão";"Paraíba"
"Dicliptera ciliaris";-38,375911;-9,731758;"Olho D#?#Água do Casado";"Alagoas"
"Dicliptera ciliaris";-37,255278;-6,58;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,255278;-6,58;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,248889;-6,597778;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,248889;-6,597778;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,248889;-6,597778;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,309722;-6,578056;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-37,309722;-6,578056;"Serra Negra do Norte";"Rio Grande do Norte"
"Dicliptera ciliaris";-38,971111;-4,206111;"Guaramiranga";"Ceará"
"Dicliptera ciliaris";-38,971167;-4,206028;"Guaramiranga";"Ceará"
"Dicliptera ciliaris";-40,116667;-6,6;"Aiuaba";"Ceará"
"Dicliptera ciliaris";-38,228056;-6,759444;"Sousa";"Paraíba"
"Dicliptera ciliaris";-34,863056;-7,115;"João Pessoa";"Paraíba"
"Dicliptera ciliaris";-40,35;-3,7;"Sobral";"Ceará"
"Dicliptera ciliaris";-40,35;-3,7;"Sobral";"Ceará"
"Dicliptera ciliaris";-40,35;-3,7;"Sobral";"Ceará"
"Dicliptera ciliaris";-35,741667;-6,558333;"Araruna";"Paraíba"
"Dicliptera ciliaris";-35,460594;-7,692483;"Camutanga";"Pernambuco"
"Dicliptera ciliaris";-40,85;-5,083333;"Crateús";"Ceará"
"Dicliptera ciliaris";-37,583333;-9,432222;"Maravilha";"Alagoas"
"Dicliptera ciliaris";-34,833889;-6,981111;"Cabedelo";"Paraíba"
"Dicliptera ciliaris";-37,431389;-7,186111;"Maturéia";"Paraíba"
"Dicliptera ciliaris";-40;-6,5;"Aiuaba";"Ceará"
"Dicliptera ciliaris";-37;-5,166667;"Quixeré";"Ceará"
"Dicliptera ciliaris";-37,788056;-5,219444;"Quixeré";"Ceará"
"Dicliptera ciliaris";-40;-6,5;"Aiuaba";"Ceará"
"Dicliptera ciliaris";-37;-5,166667;"Quixeré";"Ceará"
"Dicliptera ciliaris";-37,787917;-5,219444;"Quixeré";"Ceará"
"Dicliptera ciliaris";-37,431389;-7,186111;"Maturéia";"Paraíba"
"Dicliptera ciliaris";-37,431389;-7,186111;"Maturéia";"Paraíba"
"Dicliptera ciliaris";-37,431389;-7,186111;"Maturéia";"Paraíba"
"Dicliptera ciliaris";-37,431389;-7,186111;"Maturéia";"Paraíba"
"Dicliptera ciliaris";-37,431389;-7,186111;"Maturéia";"Paraíba"
"Dicliptera ciliaris";-34,881111;-8,054167;"Recife";"Pernambuco"
"Dicliptera ciliaris";-34,881111;-8,054167;"Recife";"Pernambuco"
"Dicliptera ciliaris";-40,166667;-6,616667;"Aiuaba";"Ceará"
"Dicliptera ciliaris";-40,166667;-6,616667;"Aiuaba";"Ceará"
"Dicliptera ciliaris";-30;-5;"Quixeré";"Ceará"
"Dicliptera ciliaris";-37,816667;-5,183333;"Quixeré";"Ceará"
"Dicliptera ciliaris";-30;-5;"Quixeré";"Ceará"
"Dicliptera ciliaris";-37,816667;-5,183333;"Quixeré";"Ceará"
"Dicliptera ciliaris";-30;-5;"Quixeré";"Ceará"
"Dicliptera ciliaris";-37,816667;-5,183333;"Quixeré";"Ceará"
"Dicliptera ciliaris";-35,695833;-8,494444;"Inajá";"Pernambuco"
"Dicliptera ciliaris";-35,179444;-7,896944;"Paudalho";"Pernambuco"
"Dicliptera ciliaris";-34,881111;-8,054167;"Recife";"Pernambuco"
"Dicliptera ciliaris";-35,816667;-8,2;"Bezerros";"Pernambuco"
"Dicliptera ciliaris";-36;-8,31;"Caruaru";"Pernambuco"
"Dicliptera ciliaris";-36;-8,31;"Caruaru";"Pernambuco"
"Dicliptera ciliaris";-36;-8,31;"Caruaru";"Pernambuco"
"Dicliptera ciliaris";-36;-8,31;"Caruaru";"Pernambuco"
"Dicliptera ciliaris";-36;-8,31;"Caruaru";"Pernambuco"
"Dicliptera ciliaris";-34,833889;-6,981111;"Cabedelo";"Paraíba"
"Dicliptera ciliaris";-37,735192;-10,256467;"Pão de Açúcar";"Alagoas"
"Dicliptera ciliaris";-39,083333;-12,533333;"Cachoeira";"Bahia"
"Dicliptera ciliaris";-34,863056;-7,115;"João Pessoa";"Paraíba"
"Dicliptera ciliaris";-34,863056;-7,115;"João Pessoa";"Paraíba"
"Justicia harleyi";-48,217778;-13,167222;"PALMEIROPOLIS";"Tocantins"
"Justicia harleyi";-48,217777;-13,167222;"PALMEIROPOLIS";"To"
"Justicia harleyi";-42,295556;-12,651667;"Ibipitanga";"Bahia"
"Justicia harleyi";-42,208889;-13,254444;"Caturama";"Bahia"
"Justicia harleyi";-48,217778;-13,167222;"Palmeirópolis";"Tocantins"
"Justicia harleyi";-57,581111;-19,175278;"Ladário";"Mato Grosso do Sul"
"Justicia harleyi";-57,580981;-19,175358;"Ladário";"Mato Grosso do Sul"
"Justicia harleyi";-57,580833;-19,175278;"Ladário";"Mato Grosso do Sul"
"Justicia harleyi";-44,872222;-11,67;"Riachão das Neves";"Bahia"
"Justicia harleyi";-57,558611;-19,167222;"Ladário";"Mato Grosso do Sul"
"Justicia harleyi";-44,633333;-13,216667;"CORRENTINA";"Bahia"
"Dianthera laevilinguis";-56,6995;-17,276306;"Poconé";"Mato Grosso"
"Dianthera laevilinguis";-55,491944;-9,494722;"Novo Mundo";"Mato Grosso"
"Dianthera laevilinguis";-52,410381;-9,697597;"Santa Cruz do Xingu";"Mato Grosso"
"Dianthera laevilinguis";-51,851944;-25,9725;"Reserva do Iguaçu";"Paraná"
"Dianthera laevilinguis";-51,851833;-25,972611;"Reserva do Iguaçu";"Pr"
"Dianthera laevilinguis";-53,683333;-22,938889;"Jateí";"Mato Grosso do Sul"
"Dianthera laevilinguis";-51,848889;-25,930556;"Reserva do Iguaçu";"Paraná"
"Dianthera laevilinguis";-51,849;-25,930472;"Reserva do Iguaçu";"Pr"
"Dianthera laevilinguis";-51,852222;-25,972778;"Reserva do Iguaçu";"Paraná"
"Dianthera laevilinguis";-51,852167;-25,972639;"Reserva do Iguaçu";"Pr"
"Dianthera laevilinguis";-56;-20;"Bodoquena";"Mato Grosso do Sul"
"Dianthera laevilinguis";-56;-20;"Bodoquena";"Mato Grosso do Sul"
"Dianthera laevilinguis";-56,688083;-16,493889;"Poconé";"Mato Grosso"
"Dianthera laevilinguis";-56,667222;-16,40025;"Poconé";"Mato Grosso"
"Dianthera laevilinguis";-56,771722;-16,631444;"Poconé";"Mato Grosso"
"Dianthera laevilinguis";-48,436667;-1,461944;"Belém";"Pará"
"Dianthera laevilinguis";-63,274167;-8,806111;"Candeias do Jamari";"Rondônia"
"Dianthera laevilinguis";-50,270556;-29,885;"Osório";"Rio Grande do Sul"
"Dianthera laevilinguis";-56,235064;-15,604997;"Cuiabá";"Mato Grosso"
"Dianthera laevilinguis";-56,610833;-21,392222;"Bonito";"Mato Grosso do Sul"
"Dianthera laevilinguis";-56,574722;-21,381944;"Bonito";"Mato Grosso do Sul"
"Dianthera laevilinguis";-50,270556;-29,885;"Osório";"Rio Grande do Sul"
"Dianthera laevilinguis";-50,270556;-29,885;"Osório";"Rio Grande do Sul"
"Dianthera laevilinguis";-50,270472;-29,885056;"Osório";"Rio Grande do Sul"
"Dianthera laevilinguis";-55,532778;-29,629167;"Alegrete";"Rio Grande do Sul"
"Dianthera laevilinguis";-55,532778;-29,629167;"Alegrete";"Rs"
"Dianthera laevilinguis";-35,214167;-6,256944;"Goianinha";"Rio Grande do Norte"
"Dianthera laevilinguis";-35,214167;-6,256944;"Goianinha";"Rio Grande do Norte"
"Dianthera laevilinguis";-62,025556;-5,259722;"Tapauá";"Amazonas"
"Dianthera laevilinguis";-57,030833;-19,604444;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,030833;-19,604444;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-35,203611;-6,265833;"Goianinha";"Rio Grande do Norte"
"Dianthera laevilinguis";-35,203611;-6,265833;"Goianinha";"Rio Grande do Norte"
"Dianthera laevilinguis";-57,042778;-19,398333;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,028056;-19,489167;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,042778;-19,398333;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-55,535833;-21,555556;"Maracaju";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,061667;-19,588056;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,06;-19,596667;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-58,033333;-20,1025;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,983333;-19,946111;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,9;-21,445555;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,061667;-19,588055;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,06;-19,596667;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-50,225556;-30,053056;"Cidreira";"Rio Grande do Sul"
"Dianthera laevilinguis";-50,225556;-30,053056;"Cidreira";"Rio Grande do Sul"
"Dianthera laevilinguis";-50,225556;-30,053056;"Cidreira";"Rio Grande do Sul"
"Dianthera laevilinguis";-55,475833;-2,271944;"Santarém";"Pará"
"Dianthera laevilinguis";-57,834722;-22,111667;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-52,418611;-31,806361;"Capão do Leão";"Rio Grande do Sul"
"Dianthera laevilinguis";-34,966667;-7,116667;"Santa Rita";"Paraíba"
"Dianthera laevilinguis";-60,00045;-14,853161;"Vila Bela da Sma Trindade";"Mato Grosso"
"Dianthera laevilinguis";-35,449167;-5,622222;"Ceará-Mirim";"Rio Grande do Norte"
"Dianthera laevilinguis";-35,449167;-5,622222;"Ceará-Mirim";"Rio Grande do Norte"
"Dianthera laevilinguis";-56,553611;-21,308889;"Bonito";"Mato Grosso do Sul"
"Dianthera laevilinguis";-56,7;-20,963611;"Bonito";"Mato Grosso do Sul"
"Dianthera laevilinguis";-51,961389;-21,2575;"Brasilândia";"Mato Grosso do Sul"
"Dianthera laevilinguis";-51,961389;-21,257778;"Brasilândia";"Mato Grosso do Sul"
"Dianthera laevilinguis";-52,085556;-20,227778;"Selvíria";"Mato Grosso do Sul"
"Dianthera laevilinguis";-54,816667;-22,229167;"Dourados";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,420278;-19,461944;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,420278;-19,461944;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-52,085555;-20,227778;"Três Lagoas";"Mato Grosso do Sul"
"Dianthera laevilinguis";-55,475833;-2,271944;"Santarém";"Pará"
"Dianthera laevilinguis";-57,016667;-19,576389;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-53,223889;-22,678611;"Batayporã";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,885;-21,701111;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-50,250556;-29,885833;"Osório";"Rio Grande do Sul"
"Dianthera laevilinguis";-57,846667;-22,043333;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-50,250556;-29,885833;"Osório";"Rs"
"Dianthera laevilinguis";-57,846667;-22,043333;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-39,237778;-6,48;"Iguatu";"Ceará"
"Dianthera laevilinguis";-39,237639;-6,480083;"Iguatu";"Ceará"
"Dianthera laevilinguis";-57,883333;-21,702222;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,533333;-18,586389;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,5;-18,198611;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,883333;-21,702222;"Porto Murtinho";"Mato Grosso do Sul"
"Dianthera laevilinguis";-35,657778;-6,405556;"Passa e Fica";"Rio Grande do Norte"
"Dianthera laevilinguis";-35,657778;-6,405556;"Passa e Fica";"Rio Grande do Norte"
"Dianthera laevilinguis";-35,657778;-6,405556;"Passa e Fica";"Rio Grande do Norte"
"Dianthera laevilinguis";-35,657778;-6,405556;"Passa e Fica";"Rio Grande do Norte"
"Dianthera laevilinguis";-35,657778;-6,405556;"Passa e Fica";"Rio Grande do Norte"
"Dianthera laevilinguis";-57,559167;-18,576667;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-59,340278;-18,484167;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,476389;-18,023889;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,55;-18,576389;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,623333;-18,972778;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,685306;-16,056611;"Cáceres";"Mato Grosso"
"Dianthera laevilinguis";-52,573333;-20,121944;"Três Lagoas";"Mato Grosso do Sul"
"Dianthera laevilinguis";-53,220833;-22,683333;"Batayporã";"Mato Grosso do Sul"
"Dianthera laevilinguis";-53,234444;-22,689167;"Batayporã";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,623333;-18,972778;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-47,511667;-7,305833;"Filadélfia";"Tocantins"
"Dianthera laevilinguis";-57,028889;-19,471111;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,028889;-19,471111;"Corumbá";"Mato Grosso do Sul"
"Dianthera laevilinguis";-53,219722;-24,675;"Batayporã";"Mato Grosso do Sul"
"Dianthera laevilinguis";-57,8975;-21,7175;"Porto Murtinho";"Mato Grosso do Sul"
